date,description,amount,type,category
31 Jan 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
31 Jan 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
31 Jan 2025,To pocket EUR Ia saves for holidays etc from EUR,2.1,income,Savings
1 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
1 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
1 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,8.6,income,Savings
1 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.5,income,Savings
2 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
2 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
3 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
3 Feb 2025,Pocket Withdrawal,88.0,expense,Savings
3 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,1.8,income,Savings
4 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
4 Feb 2025,Pocket Withdrawal,60.0,expense,Savings
4 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.3,income,Savings
5 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
5 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,1.4,income,Savings
6 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
6 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
6 Feb 2025,To pocket EUR Theo saves from EUR,140.0,income,Savings
6 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
6 Feb 2025,Pocket Withdrawal,20.0,expense,Savings
7 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
7 Feb 2025,Pocket Withdrawal,12.0,expense,Savings
7 Feb 2025,Pocket Withdrawal,150.0,expense,Savings
8 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
8 Feb 2025,Pocket Withdrawal,11.0,expense,Savings
8 Feb 2025,Pocket Withdrawal,200.0,expense,Savings
8 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
8 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
8 Feb 2025,To pocket EUR Theo saves from EUR,25.0,income,Savings
9 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
9 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
9 Feb 2025,To pocket EUR Theo saves from EUR,180.0,income,Savings
10 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
10 Feb 2025,To pocket EUR Theo saves from EUR,100.0,income,Savings
11 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 Feb 2025,Pocket Withdrawal,35.0,expense,Savings
11 Feb 2025,Pocket Withdrawal,25.0,expense,Savings
11 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,4.5,income,Savings
11 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,2.5,income,Savings
11 Feb 2025,Pocket Withdrawal,30.0,expense,Savings
11 Feb 2025,Pocket Withdrawal,7.6,expense,Savings
12 Feb 2025,Pocket Withdrawal,40.0,expense,Savings
12 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
13 Feb 2025,Pocket Withdrawal,10.0,expense,Savings
13 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
14 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
14 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
14 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,8.4,income,Savings
15 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
16 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
16 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
17 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
17 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
17 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
17 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
18 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 Feb 2025,Pocket Withdrawal,130.0,expense,Savings
19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
19 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
19 Feb 2025,Pocket Withdrawal,40.0,expense,Savings
19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,4.5,income,Savings
19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
19 Feb 2025,Pocket Withdrawal,30.0,expense,Savings
19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,9.6,income,Savings
19 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
20 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
20 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
21 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
21 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
21 Feb 2025,Pocket Withdrawal,35.0,expense,Savings
21 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,7.5,income,Savings
22 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
22 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,4.5,income,Savings
23 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
23 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
23 Feb 2025,Pocket Withdrawal,100.0,expense,Savings
24 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
24 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
25 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Feb 2025,Pocket Withdrawal,30.0,expense,Savings
26 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
27 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
27 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
27 Feb 2025,Pocket Withdrawal,10.0,expense,Savings
28 Feb 2025,Pocket Withdrawal,240.0,expense,Savings
28 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
28 Feb 2025,Pocket Withdrawal,10.0,expense,Savings
28 Feb 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
28 Feb 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
1 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
1 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
2 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
2 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
3 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
3 Mar 2025,Pocket Withdrawal,15.0,expense,Savings
4 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
4 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,6.7,income,Savings
5 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
5 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,1.7,income,Savings
6 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
6 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
7 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
8 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
10 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
10 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
11 Mar 2025,Pocket Withdrawal,77.0,expense,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,8.0,income,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,1.0,income,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,9.0,income,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
11 Mar 2025,Pocket Withdrawal,23.0,expense,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,1.5,income,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,1.5,income,Savings
11 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.5,income,Savings
12 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
12 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
12 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,8.5,income,Savings
14 Mar 2025,Pocket Withdrawal,30.0,expense,Savings
14 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
16 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
16 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
16 Mar 2025,Pocket Withdrawal,17.0,expense,Savings
16 Mar 2025,Pocket Withdrawal,5.0,expense,Savings
18 Mar 2025,Pocket Withdrawal,60.0,expense,Savings
18 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,3.0,income,Savings
18 Mar 2025,Pocket Withdrawal,3.9,expense,Savings
18 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
22 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
23 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
23 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
24 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
24 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
24 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
25 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
25 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
26 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
29 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
29 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
30 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
30 Mar 2025,To pocket EUR Theo saves from EUR,5.0,income,Savings
30 Mar 2025,Pocket Withdrawal,40.0,expense,Savings
31 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
31 Mar 2025,To pocket EUR Ia saves for holidays etc from EUR,5.1,income,Savings
1 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
2 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
6 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
9 Apr 2025,Pocket Withdrawal,100.0,expense,Savings
9 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
12 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
13 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
14 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
14 Apr 2025,Pocket Withdrawal,5.0,expense,Savings
15 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,6.8,income,Savings
16 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
17 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
19 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
20 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
20 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,4.0,income,Savings
20 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,3.0,income,Savings
22 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,6.0,income,Savings
22 Apr 2025,Pocket Withdrawal,50.0,expense,Savings
23 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
23 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,2.5,income,Savings
24 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
24 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
25 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
27 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
28 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
29 Apr 2025,Pocket Withdrawal,50.0,expense,Savings
29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,4.3,income,Savings
29 Apr 2025,Pocket Withdrawal,40.0,expense,Savings
29 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,4.0,income,Savings
30 Apr 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
1 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
2 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
6 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
9 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
10 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
11 May 2025,To pocket EUR Ia saves for holidays etc from EUR,0.1,income,Savings
12 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
13 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
13 May 2025,Pocket Withdrawal,50.0,expense,Savings
14 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
15 May 2025,Pocket Withdrawal,20.0,expense,Savings
15 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
16 May 2025,Pocket Withdrawal,35.0,expense,Savings
16 May 2025,To pocket EUR Ia saves for holidays etc from EUR,9.9,income,Savings
16 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 May 2025,To pocket EUR Ia saves for holidays etc from EUR,4.8,income,Savings
21 May 2025,To pocket EUR Ia saves for holidays etc from EUR,1.7,income,Savings
21 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 May 2025,Pocket Withdrawal,32.0,expense,Savings
23 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
24 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
25 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
27 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
28 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
29 May 2025,Pocket Withdrawal,55.0,expense,Savings
29 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
29 May 2025,To pocket EUR Ia saves for holidays etc from EUR,2.5,income,Savings
30 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
30 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
31 May 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
31 May 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
1 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
1 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,0.9,income,Savings
2 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
2 Jun 2025,Pocket Withdrawal,10.0,expense,Savings
3 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,1.7,income,Savings
3 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Jun 2025,Pocket Withdrawal,60.0,expense,Savings
5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
5 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,9.8,income,Savings
7 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
7 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.3,income,Savings
9 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
9 Jun 2025,Pocket Withdrawal,30.0,expense,Savings
10 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
12 Jun 2025,Pocket Withdrawal,35.0,expense,Savings
12 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,9.9,income,Savings
12 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
13 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
13 Jun 2025,Pocket Withdrawal,20.0,expense,Savings
16 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
16 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
17 Jun 2025,From Holiday,10.0,income,Transfer
17 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
18 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
18 Jun 2025,Pocket Withdrawal,15.0,expense,Savings
18 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
19 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
19 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
20 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
20 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,0.1,income,Savings
20 Jun 2025,Pocket Withdrawal,10.0,expense,Savings
21 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
22 Jun 2025,Pocket Withdrawal,35.0,expense,Savings
23 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
23 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.1,income,Savings
24 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
25 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
26 Jun 2025,Pocket Withdrawal,30.0,expense,Savings
26 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
26 Jun 2025,Pocket Withdrawal,10.0,expense,Savings
27 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
28 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
28 Jun 2025,Pocket Withdrawal,10.0,expense,Savings
30 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
30 Jun 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
1 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 Jul 2025,Pocket Withdrawal,20.0,expense,Savings
3 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,3.1,income,Savings
3 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
3 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
4 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
5 Jul 2025,Pocket Withdrawal,23.0,expense,Savings
6 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,9.5,income,Savings
6 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,8.5,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Jul 2025,Pocket Withdrawal,30.0,expense,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,3.0,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,2.5,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,3.5,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,10.0,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,0.1,income,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,1.5,income,Savings
7 Jul 2025,Pocket Withdrawal,34.0,expense,Savings
7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,3.5,income,Savings
8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,5.0,income,Savings
8 Jul 2025,Pocket Withdrawal,8.0,expense,Savings
8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,3.0,income,Savings
8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,6.5,income,Savings
8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,3.0,income,Savings
8 Jul 2025,Pocket Withdrawal,13.2,expense,Savings
13 Jul 2025,To EUR,10.0,expense,Transfer
30 Mar 2025,To Instant Access Savings,5.0,expense,Savings
30 Mar 2025,To Instant Access Savings,50.0,expense,Savings
30 Mar 2025,To Instant Access Savings,5.0,expense,Savings
31 Mar 2025,To Instant Access Savings,5.0,expense,Savings
1 Apr 2025,To Instant Access Savings,5.0,expense,Savings
2 Apr 2025,To Instant Access Savings,5.0,expense,Savings
3 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
3 Apr 2025,To Instant Access Savings,5.0,expense,Savings
4 Apr 2025,To Instant Access Savings,5.0,expense,Savings
5 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
5 Apr 2025,To Instant Access Savings,5.0,expense,Savings
6 Apr 2025,To Instant Access Savings,5.0,expense,Savings
7 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
7 Apr 2025,To Instant Access Savings,50.0,expense,Savings
7 Apr 2025,To Instant Access Savings,5.0,expense,Savings
8 Apr 2025,To Instant Access Savings,5.0,expense,Savings
9 Apr 2025,Interest earned - Instant Access Savings,0.0,income,Savings
9 Apr 2025,To Instant Access Savings,5.0,expense,Savings
10 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
10 Apr 2025,To Instant Access Savings,5.0,expense,Savings
11 Apr 2025,Interest earned - Instant Access Savings,0.01,income,Savings
11 Apr 2025,To Instant Access Savings,5.0,expense,Savings
